Product URL,Item ID,Product ID,Category,Brand Name,Product Name,Regular Price,Special Price,Current Price,Short Description,Long Description,Product Information,Directions,Ingredients,SKU,Image URLs
https://www.catch.com.au/product/vani-t-powder-foundation-truffle-6395536/,,6395536,"Health & Beauty, Make Up, Complexion, Foundations",VANI-T,VANI-T Powder Foundation - Truffle,67.95,,67.95,,"Foundation, concealer and sunscreen in a feather-light powder
A true heavy lifter, the amazing VANI-T Mineral Powder Foundation is a foundation, concealer, powder and chemical free SPF 15+ sunscreen all in one super silky powder. There’s plenty to love about its non-clogging formula, long-lasting coverage and shine-free finish. A flawless look is guaranteed every time thanks to the micro diffusers that diminish fine lines and wrinkles, conceal blemishes and even out skin tone.
This product doesn’t just look gorgeous; it’s also packed full of nourishing mineral ingredients that deliver an instant hydration surge and allow your skin to breathe. The combo of hypoallergenic and anti-ageing goodies make it an ideal pick for anyone who suffers from sensitive skin or breakouts.
This makeup-and-skincare hybrid is infused with broad-spectrum SPF and a water-resistant formula that won’t move, cake or crease. Perfect for long days lounging in the sun. Or sipping Prosecco at the bar. Your choice.
Skin typeGreat for all skin types, all ages and all complexions
How oftenUse daily to camouflage blemishes and rock a sun-kissed glow
SmellLight, aromatic fragrance thanks to its mineral base
Colour12 shades to match all skin tones including (from lightest to darkest):
LIGHT
Shell – cool, pink undertones for fair to light skin tonesBiscuit – warm, yellow undertones for fair skin tonesSheer – cool, pink undertones for light to medium skin tonesBare – warm, yellow undertones for light to medium skin tonesMEDIUM
Truffle – cool, pink undertones for light to medium skin tonesAlmondine – warm, yellow undertones for light to medium skin tonesMocha – neutral, yellow undertones for medium skin tonesNude – warm, yellow undertones for medium skin tonesDARK
Toffee – cool, pink undertones for medium to tan skin tonesSand – warm, yellow undertones for medium to tan skin tonesTan – warm, yellow undertones for tan skin tonesCaramel – warm, yellow undertones for tan to deep skin tonesNeed help colour matching? Send us a makeup free photo of yourself in natural light via email (hello@vani-t.com) or via live chat. One of our beauty pros is standing by!
HERO INGREDIENTSChock full of minerals and natural ingredients to protect and nurture your skin.
100% pure minerals - delivers water and sweat resistance coverage, plus a range of healing and soothing benefitsOlive Squalane - powerful anti-ageing and anti-inflammatory benefits (known as nature’s own facelift!)Zinc Oxide (SPF15+) - provides great coverage, heals and soothes the skin and protects from damaging UV raysMica - provides a natural glow and radianceThe full lineup:
Mica, Zinc Oxide (CI 77947), Titanium Dioxide (CI 77891), Silicon Dioxide (Silica), Vitamin E (Tocopherol), Squalane, Tin Oxide (CI 77861). May Contain (+/-): Iron Oxides (CI 77491, CI 77492, CI 77499).
WHY YOU’LL LOVE IT Buildable cover that feels light, natural and lasts all-day - what’s not to love?
12 shades to suit every complexionFantastic, breathable coverageLong-lasting coverTalc-free formula100% nasty-free, cruelty-free and vegan
HOW TO USEStep 1: Prep your skinFor the best possible result, ensure your skin is clean, hydrated and dry.
Step 2: Loosen upTap the jar upside down (with the lid on) to loosen the foundation. Then turn back over and tap the lid again.
Step 3: Swirl and buffUsing a brush, swirl into the powder, tap off excess, and apply to the skin using a circular, buffing motion. A 15g jar should last between 4 - 6 months (depending on application - we’re not here to judge).
Pro tip: Applying your mineral powder foundation with the VANI-T Kabuki Brush will give a flawless finish and a look you’ll love.",,,,6395536,"https://s.catch.com.au/images/product/0032/32543/5ef45af0a57f7518331494.jpg,
https://s.catch.com.au/images/product/0032/32543/5ef45af2bf918666960435.png"
https://www.catch.com.au/product/thin-lizzy-flawless-complexion-liquid-foundation-missy-8508487/,,8508487,"Health & Beauty, Make Up, Complexion, Foundations",Thin Lizzy,Thin Lizzy Flawless Complexion Liquid Foundation Missy,38.49,54.99,38.49,,"User-friendly liquid foundation, easy blend and build. Lightweight & high coverage for flawless looking skin Liquid foundation brings your skin to life. Our unique liquid-to-powder formulation blurs imperfections like fine lines, minimises the appearance of pores, and evens out skin tone. Plus, it's instantly hydrating and plumps up the skin making it look smooth and fresh all day. Feels soft and weightless, gives you a dewy, flawless finish that lasts. No nasty skin-clogging ingredients like cakey powders or oily moisturisers, only the good stuff. Looks like natural skin, but better. For a seamless application use the specially designed Blurring Brush and Blending Sponge Key Benefits: Our special formulation makes this foundation perfect for special events and flash photography! Say goodbye to flashback Medium to full coverage with a 'light as air' formula to prevent your foundation from caking Lasts all day with minimal touch ups required No animals were harmed in the making of this foundation",,,,8508487,https://s.catch.com.au/images/product/0052/52675/656e1a217abe6857908094.png
https://www.catch.com.au/product/m-a-c-studio-fix-powder-plus-foundation-15g-nw55-22626124/,,22626124,"Health & Beauty, Make Up, Complexion, Foundations",M.A.C,M.A.C Studio Fix Powder Plus Foundation 15g - NW55,57,,57,,"Product Description
A one-step powder and foundation that gives skin a smooth and even ultra-matte finish with medium-to-full buildable coverage, with a velvety texture that allows skin to breathe. MAC Studio Fix Powder Plus Foundation is long-wearing, colour-true, non-caking, non-streaking and non-settling – all for 12 hours. This pressed powder foundation is available in MAC's most inclusive range of colours.
Product Highlights:
Powder formula stays matte all day long without looking flat  Shades stay true to colour and don’t oxidise on the skin  Sweat and humidity-resistant formula doesn’t crease, cake, or fade
Formulated Without:
Oil, Phthalates, Paraben, Retinyl Palmitate, Mineral Oil, Petrolatum, Formaldehyde, Hydroquinone, Triclosan, Coal Tar, Toluene, Lauryl Sulfate, Laureth Sulfate
Usage & Ingredients Directions of Use:
Apply MAC Studio Fix Powder Plus Foundation with the included sponge applicator for more coverage. ;  If using the sponge, make sure to replace it every few weeks and store it in the compartment underneath the powder instead of storing it on top of the powder.  Or, swirl a brush in MAC Studio Fix Powder Plus Foundation. ;  Tap off excess.  Blend on skin until desired coverage is reached.
**Beauty Tip: ;**Try finishing your application with a light veil of Fix+ for a fresh, skin-like glow.
Ingredients:
Talc, Silica, Isostearyl Palmitate, Methicone, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Chromium Oxide Greens (Ci 77288), Ultramarines (Ci 77007)] ;ILN29838 ;",,,,22626124,"https://s.catch.com.au/images/product/0134/134771/64ffe97280938498229354.png,
https://s.catch.com.au/images/product/0134/134771/64ffe97336d71904993226.png"
https://www.catch.com.au/product/dior-forever-clean-matte-24h-wear-foundation-30ml-3wo-warm-olive-22601448/,,22601448,"Health & Beauty, Make Up, Complexion, Foundations",Dior,Dior Forever Clean Matte 24H Wear Foundation 30ml - 3WO Warm Olive,98,,98,,"PRODUCT DESCRIPTION
Ideal for oily and combination skin, Dior Forever Clean Matte Foundation leaves skin with a flawless, soft-matte finish that keeps oil production at bay. This transfer-proof foundation works to refine pores and perfect skin thanks to nourishing skincare ingredients.
Dior Forever Clean Matte Foundation is a blendable, high-coverage foundation that diminishes the appearance of imperfections. The long-wearing formula reduces the appearance of pores for perfectly smooth, blemish-free skin.
Dior Forever Clean Matte Foundation is available in:  30ml
Formulated Without:
Parabens, Phthalates ;
USAGE & INGREDIENTS Directions of Use:
1. Start applying the Dior Forever Clean Matte Foundation by dabbing onto areas that require correction, then blend by smoothing with fingertips. ;
2. For totally even coverage over the entire face, you can use a foundation brush. ;
Ingredients:
#15866 Aqua /Water), Methyl Trimethicone, Isododecane, Alcohol, Butylene Glycol, Titanium Dioxide, Peg-9 Polydimethylsiloxyethyl Dimethicone, Ethylhexyl Salicylate, Synthetic Fluorphlogopite, Acrylates/Poly Trimethylsilyl Methacrylate Copolymer, Silica, Dimethicone, Acrylates/Dimethicone Copolymer, Iris Florentina Root Extract, Disteardimonium Hectorite, Polyglyceryl-10 Decaisostearate, Cetyl Dimethicone, Sodium Myristoyl Glutamate, Parfum (Fragrance), Propylene Carbonate, Chlorphenesin, Alumina, Stearic Acid, Aluminum Hydroxide, Tromethamine, Hydrolyzed Viola Tricolor Extract, Tocopherol, Tropaeolum Majus Flower/Leaf/Stem Extract, Rosa Multiflora Fruit Extract, 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Potassium Sorbate, [+/- Ci77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci
77499 (Iron Oxides)1",,,,22601448,"https://s.catch.com.au/images/product/0134/134590/656d3b3fb65c7014368402.png,
https://s.catch.com.au/images/product/0134/134590/64f7fdf4d739e375897781.png"
https://www.catch.com.au/product/m-a-c-studio-radiance-face-and-body-radiant-sheer-foundation-50ml-w4-22603236/,,22603236,"Health & Beauty, Make Up, Complexion, Foundations",M.A.C,M.A.C Studio Radiance Face and Body Radiant Sheer Foundation 50ml - W4,57,,57,,"PRODUCT DESCRIPTION
Long beloved on red carpets and runways around the world, MAC Studio Radiance Face and Body Radiant Sheer Foundation promises to reveal – and never conceal – the real you with a sheer, radiant, my-skin-but-better finish. ;
This formula provides a sheer buildable veil of coverage with a natural, radiant glow. It delivers refreshing, instant hydration in an ultra-light, waterproof formula with all-day comfort and wear. Does not cause acne.
Product Highlights:
Instantly hydrates skin, warding off dry skin flakes  Waterproof formula lasts on the skin  Ideal for all skin types and non-comedogenic
Formulated Without:
Oil, Phthalates, Paraben, Retinyl Palmitate, Mineral Oil, Petrolatum, Formaldehyde, Hydroquinone, Triclosan, Coal Tar, Toluene, Lauryl Sulfate, Laureth Sulfate
USAGE & INGREDIENTS How to Use MAC Studio Radiance Face and Body Radiant Sheer Foundation:
Apply and blend to skin using fingers, a beauty sponge, or makeup brush.
Ingredients:
Water\Aqua\Eau, Dimethicone, Hydrogenated Polyisobutene, Butylene Glycol, Vp/Hexadecene Copolymer, Stearic Acid, Phenyl Trimethicone, Polyglyceryl-3 Diisostearate, Ethylhexyl Hydroxystearate, Vp/Eicosene Copolymer, Talc, Trimethylsiloxysilicate, Tocopherol, Tocopheryl Acetate, Fusanus Spicatus Wood Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Magnesium Aluminum Silicate, Triethanolamine, Polysorbate 20, Xanthan Gum, Cetyl Alcohol, Farnesol, Disodium Edta, Phenoxyethanol, Chlorphenesin, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499)] ;ILN48879 ;",,,,22603236,"https://s.catch.com.au/images/product/0134/134625/64edd7b3bba0c621345147.png,
https://s.catch.com.au/images/product/0134/134625/656d3b35c4156041373913.png"
https://www.catch.com.au/product/zuii-organic-certified-organic-lux-flawless-foundation-ivory-6184444/,,6184444,"Health & Beauty, Make Up, Complexion, Foundations",Zuii Organic,Zuii Organic Certified Organic Lux Flawless Foundation Ivory,69,,69,,"Zuii Organic Lux Flawless Liquid Foundation offers maximum coverage with a smooth, natural finish. Zuii power plant extract bulbine fructose leaf juice will boost collagen and tighten your skin, while pavlova lutheri extract will protect your skin from air pollutants. This is the perfect organic foundation if you want to look flawless, feed your skin beautiful nutrients and protect your skin from pollutants at the same time! It doesn't get any better than wearing flowers on your face! Zuii Organic offers a range of certified organic and vegan makeup products, never compromising on quality. Please note that samples contain a small amount of product for 1-3 wears to test colour and are not in standard packaging.
If you wear Ivory, be sure to use:
Ivory Flora Powder Foundation  Beige Light Flora Liquid Foundation  Buff Flora Ultra Powder Foundation  Buff Flora Loose Powder Foundation
Ingredients
Phyllostachys Bambusoides (Bamboo) Juice*, Aqua, Helianthus Annuus (Sunflower) Seed Oil*, Glycerin*, Prunus Amygdalus, Dulcis (Almond) Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Butyrospermum Parkii (Shea) Butter*, Mica, Camellia Oleifera (Camellia) Seed Oil*, ojoba Esters, Isoamyl Laurate, Cetearyl Alcohol, Cymbopogon Martini (Palmarosa) Oil*, Pelargonium Graveolens (Geranium) Flower Oil*, Glyceryl Stearate, Chamomilla Recutita (Matricaria) Extract*, Daucus, Carota Sativa (Carrot) Root Extract*, Rosa Damascena Flower Oil*, Glyceryl Caprylate, Coconut Alkanes, Coco-Caprylate/Caprate, Caprylyl/Capryl Wheat Bran/Straw Glycosides, Polyglyceryl-5 Oleate, Sodium Cocoyl Glutamate, Lonicera Caprifolium (Honeysuckle) Flower Extract, Tocopherol, Ascorbyl Palmitate, Citrus Aurantium Dulcis (Orange) Peel Oil* , Bulbine Frutescens Leaf Juice, Sodium Benzoate, Potassium Sorbate, Citric Acid, Brassica Campestris/Aleurites Fordi Oil Copolymer, Caprylic/Capric Triglyceride, Persea Gratissima (Avocado) Oil, Pavlova Lutheri Extract. *Certified Organic Ingredients. May contain +/- (CI77891, CI77491, CI77492, CI77499,CI77007)",,,,6184444,"https://s.catch.com.au/images/product/0138/138076/64e74be9b649f236277972.png,
https://s.catch.com.au/images/product/0138/138076/64e74bea694d2685415163.png,
https://s.catch.com.au/images/product/0138/138076/64e74beadb490976833119.png,
https://s.catch.com.au/images/product/0138/138076/64e74beb3dd92808495129.png,
https://s.catch.com.au/images/product/0138/138076/64e74beb97ef6282662990.png"
https://www.catch.com.au/product/maybelline-fit-me-matte-poreless-liquid-foundation-118-light-beige-40ml-1-3oz-23977419/,,23977419,"Health & Beauty, Make Up, Complexion, Foundations",Maybelline,Maybelline Fit Me Matte + Poreless Liquid Foundation  # 118 Light Beige 40ml/1.3oz,9.27,,9.27,,"A medium coverage foundation that controls shine & blurs pores  Provides a lightweight skin-fit texture without clogging pores  Infused with Aerogel, clay & pore blurring ingredients which effectively absorb sebum  SPF 22 protects against harmful UV rays  Provides a lightweight & comfort matte finish up to 16 hours  No added fragrance & non comedogenic  Dermatologist and allergy tested for sensitive skin",,,,23977419,https://s.catch.com.au/images/product/0159/159351/659de72290f34187144976.jpg
https://www.catch.com.au/product/cinema-secrets-ultimate-foundation-5-in-1-pro-palette-400-series-medium-peach-beige-undertones-12-5g-0-44oz-6390253/,,6390253,"Health & Beauty, Make Up, Complexion, Foundations",Cinema Secrets,Cinema Secrets Ultimate Foundation 5 In 1 Pro Palette  # 400 Series (Medium Peach Beige Undertones) 12.5g/0.44oz,59.4,59.4,59.4,,"Ultimate Foundation 5 In 1 Pro Palette# 400 Series (Medium Peach Beige Undertones):  5x Ultimate Foundation 2.5g/0.09oz (401-71, 402-12, 403-05, 404-03A, 405-17)  Contains five highly pigmented, silicone-based shades  Features a water-resistant, long-wearing formula  Helps color correct, contour & highlight for a perfect custom blend  Provides expert-level customization to match any skin tone with effortless ease  Gives sheer to full coverage with a natural, matte finish  Available in a range of palettes for matching  Paraben-free & cruelty-free",,,,6390253,https://s.catch.com.au/images/product/0156/156698/6575d30a3d160199689985.jpg
https://www.catch.com.au/product/clinique-superbalanced-makeup-no-11-cn-72-sunny-kxja-11-074664-30ml-1oz-8874145/,,8874145,"Health & Beauty, Make Up, Complexion, Foundations",Clinique,Clinique Superbalanced MakeUp - No. 11 / CN 72 Sunny KXJA-11 / 074664 30ml/1oz,60.5,,60.5,,"A smart, oil-free liquid foundationFeatures a silky texture that blends seamlessly with skinDelivers moisture while absorbing excess oilProvides moderate, adjustable coverageGives an even, smooth, natural & flawless finishIdeal for dry combination to combination oily skin",,,,8874145,https://s.catch.com.au/images/product/0054/54493/61396fd390014902248474.jpg
https://www.catch.com.au/product/db-cosmetics-mineral-veil-spf25-powder-foundation-15g-light-17922049/,,17922049,"Health & Beauty, Make Up, Complexion, Foundations",DB Cosmetics,DB Cosmetics Mineral Veil SPF25 Powder Foundation 15g - Light,17.99,17.99,17.99,,"When you're getting ready to head out for the day, you want makeup that's built to last and look fantastic from start to finish. Lucky for you, DB Cosmetics has your back. Providing flawless coverage, this nourishing powder foundation is an essential addition to any makeup bag.
Features:
DB Cosmetics Mineral Veil SPF25 Powder Foundation 15g  Shade: Light  Mineral foundation, flawless coverage  Designed to calm and nourish the skin  Conceals blemishes and evens out the skin  Protects against harmful UVA and UVB damage  Green tea, pomegranate, vitamins E and C and polypeptides  Please note:  product must be used within 12 months of opening",,,,17922049,https://s.catch.com.au/images/product/0110/110910/63623ba383b5d383194307.jpg
